index,id,breed,Breed_1,age,status,size,Size_1,fixed,house_trained,special,current,children,dog,Size_2,status1,dogs
24972,30320875,1,0,1,1,1,1,1,1,0,1,1,0,0,1,3
24973,30136435,0,0,1,1,1,1,1,0,1,1,1,1,1,1,20
24974,29783519,1,0,1,1,1,1,1,1,0,1,1,1,1,1,20
24975,29736414,1,0,1,1,1,1,1,1,0,1,1,1,1,1,7
24976,28980142,1,0,1,1,1,1,1,0,0,0,1,1,1,1,21
24977,28834330,1,0,0,1,1,1,1,1,0,1,0,1,0,1,2
24978,28813005,1,0,0,1,1,1,1,1,0,1,0,1,1,1,19
24979,28110749,1,0,1,1,1,1,1,1,0,1,1,1,1,1,27
24980,27934286,0,0,1,1,1,1,1,0,0,1,1,1,1,1,10
24981,27655871,1,0,1,1,1,1,1,1,0,1,1,1,1,1,3
24982,27545174,1,0,0,1,1,1,1,1,0,1,0,1,0,1,21
24983,27544102,1,0,1,1,1,1,1,1,0,1,1,1,0,1,30
24984,26567122,1,0,1,1,1,1,1,1,0,1,1,1,1,1,17
24985,26421971,1,0,1,1,1,1,1,1,0,1,1,1,1,1,15
24986,26106151,1,0,1,1,1,1,1,1,0,1,1,1,1,1,14
24987,26059547,0,0,1,1,1,1,1,1,0,1,1,1,1,1,20
24988,25249295,1,0,1,1,1,1,1,1,0,1,1,1,1,1,22
24989,23946376,1,0,1,1,1,1,1,1,0,1,1,1,1,1,30
24990,23818477,1,0,1,1,1,1,1,1,1,1,1,1,1,1,9
24991,23683391,1,0,1,1,1,1,1,1,0,1,1,1,1,1,8
24992,23284243,1,0,1,1,1,1,1,1,0,1,1,1,0,1,20
24993,22644064,0,0,1,1,1,1,1,1,0,1,1,1,1,1,22
24994,22427951,0,0,1,1,1,1,0,0,0,0,1,1,1,1,18
24995,22334727,1,0,1,1,1,1,1,1,0,1,1,1,1,1,20
24996,21936256,1,0,1,1,1,1,1,1,0,1,1,1,1,1,23
24997,21314001,0,0,1,1,1,1,1,1,0,1,1,1,1,1,23
24998,20878679,0,0,1,1,1,1,1,0,0,1,1,1,1,1,21
24999,20577182,1,0,1,1,1,1,1,1,0,1,1,1,1,1,21
25000,20445202,1,0,0,1,1,1,1,1,0,1,0,0,0,1,28
25001,19528390,1,0,1,1,1,1,1,1,0,1,1,1,1,1,25
25002,19454670,1,0,1,1,1,1,1,1,0,1,1,1,1,1,7
25003,18760534,1,0,1,1,1,1,1,1,0,1,1,1,1,1,18
25004,18523329,1,0,1,1,1,1,1,1,0,1,1,1,1,1,10
25005,18213151,1,0,1,1,1,1,1,1,0,1,1,1,1,1,26
25006,13760044,1,0,1,1,1,1,0,0,0,0,1,1,1,1,15
25007,10638683,1,0,0,1,1,1,1,1,0,1,0,1,1,1,16
25008,46041835,1,0,1,1,1,1,0,0,0,0,1,1,1,1,15
25009,46041834,1,0,1,1,1,1,1,0,0,0,1,1,1,1,14
25010,46041501,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1
25011,46041500,1,0,1,1,1,1,0,0,0,0,1,1,1,1,20
25012,46041389,1,0,1,1,1,1,1,1,0,1,1,1,1,1,13
25013,46041401,1,0,1,1,1,1,1,0,0,0,1,1,1,1,28
25014,46041282,0,0,1,1,1,1,0,0,0,0,1,1,1,1,19
25015,46041281,0,0,1,1,1,1,0,0,0,0,1,1,1,1,11
25016,46041271,1,0,1,1,1,1,1,0,0,0,1,1,1,1,3
25017,46041273,1,0,1,1,1,1,0,0,0,0,1,1,1,1,6
25018,46041277,1,0,1,1,1,1,0,0,0,0,1,1,1,1,8
25019,46041269,1,0,1,1,1,1,1,0,0,0,1,1,1,1,12
25020,46041275,1,0,1,1,1,1,1,0,0,0,1,1,1,1,10
25021,46041272,1,0,1,1,1,1,1,0,0,0,1,1,1,1,15
25022,46041276,1,0,1,1,1,1,1,0,0,0,1,1,1,1,3
25023,46041270,1,0,1,1,1,1,1,0,0,0,1,1,1,1,16
25024,46041274,1,0,1,1,1,1,1,0,0,0,1,1,1,1,8
25025,46041258,1,0,1,1,1,1,1,1,0,1,1,1,1,1,16
25026,46041140,1,0,1,1,1,1,1,1,0,1,1,1,1,1,5
25027,46040965,0,0,1,1,1,1,1,0,0,1,1,1,1,1,17
25028,46041029,1,0,1,1,1,1,0,0,0,0,1,1,1,1,22
25029,46040912,1,0,1,1,1,1,1,0,0,1,1,1,1,1,16
25030,46040834,0,0,1,1,1,1,1,0,0,0,1,1,1,1,9
25031,46040591,1,0,1,1,1,1,1,0,0,1,1,1,1,1,6
25032,46040596,0,0,1,1,1,1,0,0,0,1,1,1,1,1,24
25033,46040569,1,0,1,1,1,1,1,1,0,1,1,1,1,1,22
25034,46040536,0,0,1,1,1,1,1,0,0,0,1,1,1,1,9
25035,46040535,0,0,1,1,1,1,1,0,0,0,1,1,1,1,5
25036,46040389,1,0,1,1,1,1,1,0,0,0,1,1,1,1,16
25037,46040388,1,0,1,1,1,1,1,0,0,0,1,1,1,1,6
25038,46040249,1,0,1,1,1,1,0,0,0,0,1,1,1,1,13
25039,46040252,0,0,1,1,1,1,0,0,0,1,1,1,1,1,6
25040,46040250,1,0,1,1,1,1,0,0,0,1,1,1,1,1,3
25041,46040251,1,0,1,1,1,1,0,1,0,1,1,1,1,1,21
25042,46040247,0,0,1,1,1,1,0,0,0,1,1,1,1,1,12
25043,46040248,0,0,1,1,1,1,0,0,0,1,1,1,1,1,11
25044,46040153,0,0,1,1,1,1,0,0,0,1,1,1,1,1,29
25045,46040152,0,0,1,1,1,1,0,0,0,1,1,1,1,1,27
25046,46039821,0,0,1,1,1,1,1,0,0,1,1,1,1,1,23
25047,46039820,0,0,1,1,1,1,1,0,0,1,1,1,1,1,22
25048,46039819,1,0,1,1,1,1,1,0,0,0,1,1,1,1,22
25049,46039379,1,0,1,1,1,1,1,0,0,0,1,1,1,1,12
25050,46039378,1,0,1,1,1,1,1,0,0,0,1,1,1,1,23
25051,46039377,1,0,1,1,1,1,0,0,0,0,1,1,1,1,22
25052,46039375,1,0,1,1,1,1,1,0,0,0,1,1,1,1,27
25053,46039103,0,0,1,1,1,1,1,0,0,1,1,1,1,1,18
25054,46039099,0,0,1,1,1,1,0,0,0,1,1,1,1,1,6
25055,46039100,1,0,1,1,1,1,0,0,0,1,1,1,1,1,6
25056,46039101,0,0,1,1,1,1,0,0,0,1,1,1,1,1,2
25057,46039102,0,0,1,1,1,1,1,0,0,1,1,1,1,1,23
25058,46039120,0,0,1,1,1,1,1,0,0,1,1,1,1,1,21
25059,46039098,0,0,1,1,1,1,1,0,0,1,1,1,1,1,4
